,no_suivi,no_rapport,type_rapport,date_envoi,crc,titre,note,type_etablissement,lat,long,ville,departement
344,14-0124 R,jf00143610.html,Rapport d'observations définitives,7/11/2014,CRC Ile-de-France,Val-d'Oise - Cergy-Pontoise ,109,Département ,49.0401131567,2.05082123731,Cergy,Val-d'Oise
345,15,jf00143618.html,Rapport d'observations définitives,8/25/2014,CRC Centre Limousin,Conseil régional du Centre - Orleans ,-76,Région ,47.8828634214,1.91610357477,Orléans,Loiret
346,NPR201442,jf00143726.html,Rapport d'observations définitives,7/25/2014,CRC Nord-Pas-de-Calais Picardie,Etablissement public departemental d'accueil des enfants et des adolescents handicapes du Pas de Calais  (EPDAEAH),-68,Etablissement pour handicapés et inadaptés ,50.2898964997,2.76587316711,Arras,Pas-de-Calais
347,2014-0031,jf00143776.html,Rapport d'observations définitives,7/25/2014,CRC Midi-Pyrénées,L'Isle-Jourdain,-43,Commune ,43.6144926041,1.08127836593,L'Isle-Jourdain,Gers
348,NPR201443,jf00143823.html,Rapport d'observations définitives,8/22/2014,CRC Nord-Pas-de-Calais Picardie,Centre Hospitalier de Corbie,-57,Etablissement hospitalier public ,49.9202042489,2.49498506906,Corbie,Somme
349,NPR201444,jf00143824.html,Rapport d'observations définitives,9/19/2014,CRC Nord-Pas-de-Calais Picardie,Communauté d'agglomération Amiens métropole,-173,Communauté d'agglomération ,49.9009532186,2.29007445539,Amiens,Somme
350,NPR201445,jf00143827.html,Rapport d'observations définitives,8/18/2014,CRC Nord-Pas-de-Calais Picardie,Centre hospitalier de Montdidier,-107,Etablissement hospitalier public ,49.6484417752,2.56889051669,Montdidier,Somme
351,NPR201446,jf00143828.html,Rapport d'observations définitives,8/18/2014,CRC Nord-Pas-de-Calais Picardie,Centre hospitalier de Montdidier,-38,Etablissement hospitalier public ,49.6484417752,2.56889051669,Montdidier,Somme
352,NPR201447,jf00143829.html,Rapport d'observations définitives,8/18/2014,CRC Nord-Pas-de-Calais Picardie,Centre hospitalier de Roye,-19,Etablissement hospitalier public ,49.6936899931,2.78868757676,Roye,Somme
353,NPR201448,jf00143836.html,Rapport d'observations définitives,8/18/2014,CRC Nord-Pas-de-Calais Picardie,Centre hospitalier de Roye,-27,Etablissement hospitalier public ,49.6936899931,2.78868757676,Roye,Somme
354,NPR201449,jf00143847.html,Rapport d'observations définitives,8/22/2014,CRC Nord-Pas-de-Calais Picardie,Centre hospitalier de Péronne,-32,Etablissement hospitalier public ,49.928328669,2.93001266218,Péronne,Somme
355,NPR201450,jf00143850.html,Rapport d'observations définitives,8/22/2014,CRC Nord-Pas-de-Calais Picardie,Centre hospitalier de Péronne,-34,Etablissement hospitalier public ,49.928328669,2.93001266218,Péronne,Somme
356,NPR201451,jf00143856.html,Rapport d'observations définitives,8/29/2014,CRC Nord-Pas-de-Calais Picardie,Louvroil,-194,Commune ,50.2577866904,3.95387643411,Louvroil,Nord
357,KAR D142801,jf00143883.html,Rapport d'observations définitives,9/11/2014,CRC Auvergne Rhône-Alpes,Société d'équipement du Rhône et de Lyon (SERL) - Lyon ,-223,Société publique locale ,45.764043,4.83565899,Lyon,Rhône
358,KAR D142821 KJF,jf00143946.html,Rapport d'observations définitives,9/11/2014,CRC Auvergne Rhône-Alpes,Saint-Jean-de-Maurienne,133,Commune ,45.2713738871,6.34553663978,Saint-Jean-de-Maurienne,Savoie
359,2014- 734,jf00143948.html,Rapport d'observations définitives,9/29/2014,CRC Alsace,Hopitaux Universitaires de Strasbourg - Pharmacie - Strasbourg ,57,Etablissement hospitalier public ,48.5712679849,7.76752679517,Strasbourg,Bas-Rhin
360,G 14-223,jf00144113.html,Rapport d'observations définitives,9/8/2014,CRC La Réunion,Gabriel-Martin,-222,Etablissement hospitalier public ,43.7,7.116667,Saint-Paul,La Réunion
361,2014-0007 R,jf00144142.html,Rapport d'observations définitives,10/6/2014,CRC Ile-de-France,Paris,-329,Commune ,48.856614,2.3522219,Paris,Paris
362,2014-0154 R,jf00144152.html,Rapport d'observations définitives,9/23/2014,CRC Ile-de-France,Bagneux,-105,Commune ,48.7983229866,2.30989995212,Bagneux,Hauts-de-Seine
363,2014-0138 R,jf00144159.html,Rapport d'observations définitives,10/14/2014,CRC Ile-de-France,Saint-Leu-la-Forêt,398,Commune ,49.0202164812,2.24676044206,Saint-Leu-la-Forêt,Val-d'Oise
364,2014-0048 R,jf00144166.html,Rapport d'observations définitives,7/25/2014,CRC Ile-de-France,OPH de Nanterre,-202,Office public de l'habitat ,48.8960701282,2.20671346353,Nanterre,Hauts-de-Seine
365,NPR201437,jf00144193.html,Rapport d'observations définitives,9/16/2014,CRC Nord-Pas-de-Calais Picardie,Nord-Pas-de-Calais,-97,Région ,50.6317183168,3.04783272312,Lille,Nord
366,14-ROD2-MNB-05,jf00144237.html,Rapport d'observations définitives,7/9/2014,CRC Bourgogne Franche-Comté,Montbéliard,-42,Commune ,47.5155169816,6.79148147353,Montbéliard,Doubs
367,14-ROD2-BL-10,jf00144248.html,Rapport d'observations définitives,9/16/2014,CRC Bourgogne Franche-Comté,Centre hospitalier d'Autun,-523,Etablissement hospitalier public ,46.945536773,4.31060069532,Autun,Saône-et-Loire
368,NPR201453,jf00144265.html,Rapport d'observations définitives,9/22/2014,CRC Nord-Pas-de-Calais Picardie,Anzin,-79,Commune ,50.3753643424,3.51113183833,Anzin,Nord
369,NPR201454,jf00144268.html,Rapport d'observations définitives,9/16/2014,CRC Nord-Pas-de-Calais Picardie,Communauté de communes de Noeux et environs,-12,Communauté de communes ,50.4751015881,2.66285501357,Noeux-les-Mines,Pas-de-Calais
370,2014-0175 R,jf00144270.html,Rapport d'observations définitives,10/27/2014,CRC Ile-de-France,Chambre de métiers et de l'artisanat de Paris (CMAP),-330,Chambre de métiers et de l'artisanat ,48.856614,2.3522219,Paris,Paris
371,2014-184 R,jf00144276.html,Rapport d'observations définitives,10/31/2014,CRC Ile-de-France,Sainte-Geneviève-des-Bois,34,Commune ,48.6412523804,2.33019417891,Sainte-Geneviève-des-Bois,Essonne
372,2014-376,jf00144308.html,Rapport d'observations définitives,5/22/2014,CRC Guadeloupe-Guyane-Martinique,Chambre de métiers et de l'artisanat Région Martinique - Fort-de-France ,-200,Chambre de métiers ,14.6160647,-61.0587803,Fort-de-France,Martinique
373,LRR201425,jf00144417.html,Rapport d'observations définitives,11/18/2014,CRC Languedoc-Roussillon,Mende,-192,Commune ,44.5294508592,3.48086881176,Mende,Lozère
374,,jf00144423.html,Rapport d'observations définitives,11/28/2014,CRC Aquitaine Poitou-Charentes,Niort,-347,Commune ,46.328260242,-0.465353019369,Niort,Deux-Sèvres
375,,jf00144428.html,Rapport d'observations définitives,12/1/2014,CRC Aquitaine Poitou-Charentes,Communauté de communes de Tude-et-Dronne - La Prade ,23,Communauté de communes ,45.2795486363,0.186050460414,Laprade,Charente
376,,jf00144451.html,Rapport d'observations définitives,12/1/2014,CRC Aquitaine Poitou-Charentes,Brie,2,Commune ,45.7345393339,0.266852612131,Brie,Charente
377,2014-0172 R,jf00144501.html,Rapport d'observations définitives,10/14/2014,CRC Ile-de-France,La Garenne-Colombes,-24,Commune ,48.9067577111,2.24464604084,La Garenne-Colombes,Hauts-de-Seine
378,2014-0045,jf00144528.html,Rapport d'observations définitives,10/13/2014,CRC Ile-de-France,Drancy,-670,Commune ,48.9234246259,2.44492688692,Drancy,Seine-Saint-Denis
379,LRR201426,jf00144638.html,Rapport d'observations définitives,11/18/2014,CRC Languedoc-Roussillon,Centre hospitalier d'Alès-Cévennes - Ales ,-126,Etablissement hospitalier public ,44.1250099126,4.08828501262,Alès,Gard
380,14-0185 R,jf00144753.html,Rapport d'observations définitives,9/22/2014,CRC Ile-de-France,Fleury-Mérogis,-55,Commune ,48.6333048682,2.36825308788,Fleury-Mérogis,Essonne
381,D143710,jf00144784.html,Rapport d'observations définitives,11/25/2014,CRC Auvergne Rhône-Alpes,Communauté urbaine du Grand Lyon (COURLY) - Lyon ,1184,Communauté urbaine ,45.764043,4.83565899,Lyon,Rhône
382,14-0081 R,jf00144809.html,Rapport d'observations définitives,7/23/2014,CRC Ile-de-France,Paris,-243,Commune ,48.856614,2.3522219,Paris,Paris
383,14-0160 R,jf00144814.html,Rapport d'observations définitives,9/15/2014,CRC Ile-de-France,Societe d'economie mixte d'amenagement de Paris (SEMAPA) - Paris ,-104,Société d'économie mixte ,48.856614,2.3522219,Paris,Paris
384,14-0155 R,jf00144986.html,Rapport d'observations définitives,11/20/2014,CRC Ile-de-France,Savigny-sur-Orge,-34,Commune ,48.684228392,2.34873862215,Savigny-sur-Orge,Essonne
385,14-0180 R,jf00145011.html,Rapport d'observations définitives,12/3/2014,CRC Ile-de-France,Saint-Maur-des-Fossés,-254,Commune ,48.7990677797,2.49386450452,Saint-Maur-des-Fossés,Val-de-Marne
386,,jf00145094.html,Rapport d'observations définitives,11/20/2014,CRC Basse-Normandie Haute-Normandie,Communauté d'agglomération du Havre (Codah) - volet Transports urbains de voyageurs - Le Havre ,-249,Communauté d'agglomération ,49.498452502,0.140153719153,Le Havre,Seine-Maritime
387,ROD 0599,jf00145105.html,Rapport d'observations définitives,11/27/2013,CRC Nord-Pas-de-Calais Picardie,Beaurains,2,Commune ,50.2580784965,2.78988564135,Beaurains,Pas-de-Calais
388,2014-205,jf00145165.html,Rapport d'observations définitives,5/7/2014,CRC Pays de la Loire,La Ferté-Bernard,-7,Commune ,48.1842560568,0.634694806211,La Ferté-Bernard,Sarthe
389,2014-211,jf00145178.html,Rapport d'observations définitives,5/27/2014,CRC Pays de la Loire,CCAS de Nantes,-14,Centre communal d'action sociale ,47.2316356767,-1.54831008605,Nantes,Loire-Atlantique
390,2014-223,jf00145256.html,Rapport d'observations définitives,6/17/2014,CRC Pays de la Loire,ADEPY - ADEQUATION - La Roche-sur-Yon ,15,Association ,46.6675261644,-1.4077954093,La Roche-sur-Yon,Vendée
391,2014-224,jf00145300.html,Rapport d'observations définitives,7/25/2014,CRC Pays de la Loire,Evron,-179,Commune ,48.1520198351,-0.389270176708,Evron,Mayenne
392,,jf00145438.html,Rapport d'observations définitives,8/9/2013,CRC Ile-de-France,Hopital de La Pitie-Salpetriere - Paris ,-105,Etablissement hospitalier public ,48.856614,2.3522219,Paris,Paris
393,,jf00145459.html,Rapport d'observations définitives,12/29/2014,CRC Aquitaine Poitou-Charentes,Chambre de commerce et d'industrie (CCI) Bayonne Pays Basque,-245,Chambre de commerce et d'industrie ,43.4922254016,-1.46607674358,Bayonne,Pyrénées-Atlantiques
394,2014-219,jf00145470.html,Rapport d'observations définitives,6/6/2014,CRC Pays de la Loire,Sem ORYON - La Roche sur Yon ,588,Société d'économie mixte ,46.6675261644,-1.4077954093,La Roche-sur-Yon,Vendée
395,2014-216,jf00145476.html,Rapport d'observations définitives,6/24/2014,CRC Pays de la Loire,La Roche sur Yon,588,Communauté d'agglomération ,46.6675261644,-1.4077954093,La Roche-sur-Yon,Vendée
396,2014-217,jf00145478.html,Rapport d'observations définitives,6/6/2014,CRC Pays de la Loire,La Roche-sur-Yon,588,Commune ,46.6675261644,-1.4077954093,La Roche-sur-Yon,Vendée
397,2014-221,jf00145485.html,Rapport d'observations définitives,6/6/2014,CRC Pays de la Loire,Vendée Loc Immo - La Roche sur Yon ,588,Société d'économie mixte ,46.6675261644,-1.4077954093,La Roche-sur-Yon,Vendée
398,2014-222,jf00145489.html,Rapport d'observations définitives,6/6/2014,CRC Pays de la Loire,ADEPY - ADEQUATION - La Roche sur Yon ,588,Association ,46.6675261644,-1.4077954093,La Roche-sur-Yon,Vendée
399,664,jf00145545.html,Rapport d'observations définitives,12/9/2014,CRC Nord-Pas-de-Calais Picardie,Centre hospitalier d'Hirson,-33,Etablissement hospitalier public ,49.9426458618,4.10483732841,Hirson,Aisne
400,656,jf00145547.html,Rapport d'observations définitives,12/3/2014,CRC Nord-Pas-de-Calais Picardie,Centre hospitalier de Montdidier,-74,Etablissement hospitalier public ,49.6484417752,2.56889051669,Montdidier,Somme
401,659,jf00145548.html,Rapport d'observations définitives,12/3/2014,CRC Nord-Pas-de-Calais Picardie,Centre hospitalier de Roye,-53,Etablissement hospitalier public ,49.6936899931,2.78868757676,Roye,Somme
402,D143934,jf00145662.html,Rapport d'observations définitives,12/12/2014,CRC Auvergne Rhône-Alpes,Lyon,-257,Commune ,45.764043,4.83565899,Lyon,Rhône
403,2014-235,jf00145769.html,Rapport d'observations définitives,11/7/2014,CRC Pays de la Loire,NANTES,-43,Commune ,47.2316356767,-1.54831008605,NANTES,Loire-Atlantique
404,2014-237,jf00145774.html,Rapport d'observations définitives,11/17/2014,CRC Pays de la Loire,"Sèvre, Maine et Goulaine - La Haye-Fouassière ",-169,Communauté de communes ,47.1613180471,-1.40043269231,La Haie-Fouassière,Loire-Atlantique
405,14-0218 R,jf00146056.html,Rapport d'observations définitives,12/19/2014,CRC Ile-de-France,Chelles,-18,Commune ,48.883962967,2.59686448583,Chelles,Seine-et-Marne
406,14-0197 R,jf00146071.html,Rapport d'observations définitives,12/19/2014,CRC Ile-de-France,Paris,-30,Commune ,48.856614,2.3522219,Paris,Paris
407,2014-0131 R et 2014-0131-01 R,jf00146094.html,Rapport d'observations définitives,12/12/2014,CRC Ile-de-France,Bougival,-315,Commune ,48.8635986439,2.13760707765,Bougival,Yvelines
408,COR201405,jf00146119.html,Rapport d'observations définitives,11/28/2014,CRC Corse,Ghisonaccia,-63,Commune ,42.0,9.4,Ghisonaccia,Haute-Corse
409,D143643,jf00146158.html,Rapport d'observations définitives,11/19/2014,CRC Auvergne Rhône-Alpes,Centre de gestion de la fonction publique territoriale de l'Ain - Peronnas ,-260,Centre de gestion de la fonction publique territoriale ,46.1711903413,5.21802169564,Péronnas,Ain
410,NPR201501,jf00146177.html,Rapport d'observations définitives,9/25/2014,CRC Nord-Pas-de-Calais Picardie,Syndicat mixte d'élimination et de valorisation des déchets SYMEVAD,-188,Syndicat mixte ,50.4353563235,3.03002444738,Evin-Malmaison,Pas-de-Calais
411,2014-0017,jf00146181.html,Rapport d'observations définitives,5/5/2014,CRC Midi-Pyrénées,Syndicat mixte de l'eau et de l'assainissement de l'Ariège (SMDEA) - Saint Paul de Jarrat ,46,Syndicat mixte ,42.8959154584,1.67206872652,Saint-Paul-de-Jarrat,Ariège
412,2014-241,jf00146221.html,Rapport d'observations définitives,11/24/2014,CRC Pays de la Loire,Fontenay-le-Comte,-63,Commune ,46.4563186117,-0.793449510859,Fontenay-le-Comte,Vendée
413,2014-242,jf00146222.html,Rapport d'observations définitives,11/24/2014,CRC Pays de la Loire,Communaute de communes du Pays de Fontenay-le-Comte,-59,Communauté de communes ,46.4563186117,-0.793449510859,Fontenay-le-Comte,Vendée
414,2014-239,jf00146225.html,Rapport d'observations définitives,11/20/2014,CRC Pays de la Loire,Communauté de communes du Pays né de la Mer,-190,Communauté de communes ,46.3366903175,-1.2483968538,Saint-Michel-en-l'Herm,Vendée
415,2014-244,jf00146246.html,Rapport d'observations définitives,12/1/2014,CRC Pays de la Loire,Communauté de communes Océan-Marais de Monts,-119,Communauté de communes ,46.8021968737,-2.04839789308,Saint-Jean-de-Monts,Vendée
416,2014-250,jf00146321.html,Rapport d'observations définitives,12/9/2014,CRC Pays de la Loire,Centre hospitalier de Saint-Nazaire,-186,Etablissement hospitalier public ,47.2802857028,-2.25379927249,Saint-Nazaire,Loire-Atlantique
417,,jf00146431.html,Rapport d'observations définitives,3/10/2015,CRC Aquitaine Poitou-Charentes,Ambarès-et-Lagrave,-31,Commune ,44.9444897713,-0.500579133995,Ambarès-et-Lagrave,Gironde
418,,jf00146471.html,Rapport d'observations définitives,3/12/2015,CRC Aquitaine Poitou-Charentes,Centre communal d'action sociale (CCAS) de Bordeaux,8,Centre communal d'action sociale ,44.8572445351,-0.57369678116,Bordeaux,Gironde
419,14-0191 R,jf00146480.html,Rapport d'observations définitives,12/10/2014,CRC Ile-de-France,Ile-de-France (contrat de projet Etat-Région),-213,Région ,48.856614,2.3522219,Paris,Paris
420,,jf00146505.html,Rapport d'observations définitives,12/23/2014,CRC Basse-Normandie Haute-Normandie,Communauté d'agglomération Rouen-Elbeuf-Austreberthe (CREA) - volet Transports urbains de voyageurs - Rouen ,-490,Communauté d'agglomération ,49.4413460103,1.09256784278,Rouen,Seine-Maritime
421,2014-238,jf00146615.html,Rapport d'observations définitives,11/19/2014,CRC Pays de la Loire,Château du Loir,-30,Etablissement hospitalier public ,47.702207042,0.430642762781,Château-du-Loir,Sarthe
422,2014-228,jf00146717.html,Rapport d'observations définitives,9/4/2014,CRC Pays de la Loire,Trélazé,-6,Commune ,47.451357179,-0.473458788346,Trélazé,Maine-et-Loire
423,658,jf00146733.html,Rapport d'observations définitives,11/26/2014,CRC Nord-Pas-de-Calais Picardie,Centre hospitalier de Saint-Amand-les-Eaux,-41,Etablissement hospitalier public ,50.4401000981,3.44460708029,Saint-Amand-les-Eaux,Nord
424,667,jf00146734.html,Rapport d'observations définitives,12/19/2014,CRC Nord-Pas-de-Calais Picardie,Jeumont,-35,Commune ,50.2913767196,4.10405698183,Jeumont,Nord
425,662,jf00146735.html,Rapport d'observations définitives,12/9/2014,CRC Nord-Pas-de-Calais Picardie,Centre hospitalier départemental de Felleries-Liessies,-4,Etablissement hospitalier public ,50.1407847953,4.05118081621,Felleries,Nord
426,2014-249,jf00146767.html,Rapport d'observations définitives,12/8/2014,CRC Pays de la Loire,Saint-Barthélemy-d'Anjou,15,Commune ,47.4738114322,-0.485526012217,Saint-Barthélemy-d'Anjou,Maine-et-Loire
427,2014-239,jf00146780.html,Rapport d'observations définitives,11/20/2014,CRC Pays de la Loire,Communauté de communes du Pays né de la Mer,-30,Communauté de communes ,46.3366903175,-1.2483968538,Saint-Michel-en-l'Herm,Vendée
428,2014-247,jf00146781.html,Rapport d'observations définitives,12/4/2014,CRC Pays de la Loire,Laval,-47,Communauté d'agglomération ,48.0608565468,-0.766005687142,Laval,Mayenne
429,G 14-258,jf00146848.html,Rapport d'observations définitives,11/18/2014,CTC Mayotte,Centre Hospitalier de Mayotte,-113,Etablissement hospitalier public ,-12.7809488,45.2278719,Mamoudzou,Mayotte
430,,jf00146892.html,Rapport d'observations définitives,3/31/2015,CRC Aquitaine Poitou-Charentes,Communauté d'agglomération du Niortais,-68,Communauté d'agglomération ,46.328260242,-0.465353019369,Niort,Deux-Sèvres
431,,jf00146969.html,Rapport d'observations définitives,12/11/2014,CRC Basse-Normandie Haute-Normandie,Caen,-33,Commune ,49.1847936737,-0.369801713036,Caen,Calvados
432,,jf00146981.html,Rapport d'observations définitives,11/20/2014,CRC Basse-Normandie Haute-Normandie,Communauté d'agglomération du Havre (Codah) - volet Transports urbains de voyageurs - Le Havre ,-17,Communauté d'agglomération ,49.498452502,0.140153719153,Le Havre,Seine-Maritime
